Date,Week,Month,Year,
14-Aug-14,50,Aug-14,2014,
15-Aug-14,50,Aug-14,2014,
16-Aug-14,50,Aug-14,2014,
17-Aug-14,50,Aug-14,2014,
18-Aug-14,51,Aug-14,2014,
19-Aug-14,51,Aug-14,2014,
20-Aug-14,51,Aug-14,2014,
21-Aug-14,51,Aug-14,2014,
22-Aug-14,51,Aug-14,2014,
23-Aug-14,51,Aug-14,2014,
24-Aug-14,51,Aug-14,2014,
25-Aug-14,52,Aug-14,2014,
26-Aug-14,52,Aug-14,2014,
27-Aug-14,52,Aug-14,2014,
28-Aug-14,52,Aug-14,2014,
29-Aug-14,52,Aug-14,2014,
30-Aug-14,52,Aug-14,2014,
31-Aug-14,52,Aug-14,2014,
01-Sep-14,1,Sep-14,2015,
02-Sep-14,1,Sep-14,2015,
03-Sep-14,1,Sep-14,2015,
04-Sep-14,1,Sep-14,2015,
05-Sep-14,1,Sep-14,2015,
06-Sep-14,1,Sep-14,2015,
07-Sep-14,1,Sep-14,2015,
08-Sep-14,2,Sep-14,2015,
09-Sep-14,2,Sep-14,2015,
10-Sep-14,2,Sep-14,2015,
11-Sep-14,2,Sep-14,2015,
12-Sep-14,2,Sep-14,2015,
13-Sep-14,2,Sep-14,2015,
14-Sep-14,2,Sep-14,2015,
15-Sep-14,3,Sep-14,2015,
16-Sep-14,3,Sep-14,2015,
17-Sep-14,3,Sep-14,2015,
18-Sep-14,3,Sep-14,2015,
19-Sep-14,3,Sep-14,2015,
20-Sep-14,3,Sep-14,2015,
21-Sep-14,3,Sep-14,2015,
22-Sep-14,4,Sep-14,2015,
23-Sep-14,4,Sep-14,2015,
24-Sep-14,4,Sep-14,2015,
25-Sep-14,4,Sep-14,2015,
26-Sep-14,4,Sep-14,2015,
27-Sep-14,4,Sep-14,2015,
28-Sep-14,4,Sep-14,2015,
29-Sep-14,5,Oct-14,2015,
30-Sep-14,5,Oct-14,2015,
01-Oct-14,5,Oct-14,2015,
02-Oct-14,5,Oct-14,2015,
03-Oct-14,5,Oct-14,2015,
04-Oct-14,5,Oct-14,2015,
05-Oct-14,5,Oct-14,2015,
06-Oct-14,6,Oct-14,2015,
07-Oct-14,6,Oct-14,2015,
08-Oct-14,6,Oct-14,2015,
09-Oct-14,6,Oct-14,2015,
10-Oct-14,6,Oct-14,2015,
11-Oct-14,6,Oct-14,2015,
12-Oct-14,6,Oct-14,2015,
13-Oct-14,7,Oct-14,2015,
14-Oct-14,7,Oct-14,2015,
15-Oct-14,7,Oct-14,2015,
16-Oct-14,7,Oct-14,2015,
17-Oct-14,7,Oct-14,2015,
18-Oct-14,7,Oct-14,2015,
19-Oct-14,7,Oct-14,2015,
20-Oct-14,8,Oct-14,2015,
21-Oct-14,8,Oct-14,2015,
22-Oct-14,8,Oct-14,2015,
23-Oct-14,8,Oct-14,2015,
24-Oct-14,8,Oct-14,2015,
25-Oct-14,8,Oct-14,2015,
26-Oct-14,8,Oct-14,2015,
27-Oct-14,9,Nov-14,2015,
28-Oct-14,9,Nov-14,2015,
29-Oct-14,9,Nov-14,2015,
30-Oct-14,9,Nov-14,2015,
31-Oct-14,9,Nov-14,2015,
01-Nov-14,9,Nov-14,2015,
02-Nov-14,9,Nov-14,2015,
03-Nov-14,10,Nov-14,2015,
04-Nov-14,10,Nov-14,2015,
05-Nov-14,10,Nov-14,2015,
06-Nov-14,10,Nov-14,2015,
07-Nov-14,10,Nov-14,2015,
08-Nov-14,10,Nov-14,2015,
09-Nov-14,10,Nov-14,2015,
10-Nov-14,11,Nov-14,2015,
11-Nov-14,11,Nov-14,2015,
12-Nov-14,11,Nov-14,2015,
13-Nov-14,11,Nov-14,2015,
14-Nov-14,11,Nov-14,2015,
15-Nov-14,11,Nov-14,2015,
16-Nov-14,11,Nov-14,2015,
17-Nov-14,12,Nov-14,2015,
18-Nov-14,12,Nov-14,2015,
19-Nov-14,12,Nov-14,2015,
20-Nov-14,12,Nov-14,2015,
21-Nov-14,12,Nov-14,2015,
22-Nov-14,12,Nov-14,2015,
23-Nov-14,12,Nov-14,2015,
24-Nov-14,13,Dec-14,2015,
25-Nov-14,13,Dec-14,2015,
26-Nov-14,13,Dec-14,2015,
27-Nov-14,13,Dec-14,2015,
28-Nov-14,13,Dec-14,2015,
29-Nov-14,13,Dec-14,2015,
30-Nov-14,13,Dec-14,2015,
01-Dec-14,14,Dec-14,2015,
02-Dec-14,14,Dec-14,2015,
03-Dec-14,14,Dec-14,2015,
04-Dec-14,14,Dec-14,2015,
05-Dec-14,14,Dec-14,2015,
06-Dec-14,14,Dec-14,2015,
07-Dec-14,14,Dec-14,2015,
08-Dec-14,15,Dec-14,2015,
09-Dec-14,15,Dec-14,2015,
10-Dec-14,15,Dec-14,2015,
11-Dec-14,15,Dec-14,2015,
12-Dec-14,15,Dec-14,2015,
13-Dec-14,15,Dec-14,2015,
14-Dec-14,15,Dec-14,2015,
15-Dec-14,16,Dec-14,2015,
16-Dec-14,16,Dec-14,2015,
17-Dec-14,16,Dec-14,2015,
18-Dec-14,16,Dec-14,2015,
19-Dec-14,16,Dec-14,2015,
20-Dec-14,16,Dec-14,2015,
21-Dec-14,16,Dec-14,2015,
22-Dec-14,17,Dec-14,2015,
23-Dec-14,17,Dec-14,2015,
24-Dec-14,17,Dec-14,2015,
25-Dec-14,17,Dec-14,2015,
26-Dec-14,17,Dec-14,2015,
27-Dec-14,17,Dec-14,2015,
28-Dec-14,17,Dec-14,2015,
29-Dec-14,18,Jan-15,2015,
30-Dec-14,18,Jan-15,2015,
31-Dec-14,18,Jan-15,2015,
01-Jan-15,18,Jan-15,2015,
02-Jan-15,18,Jan-15,2015,
03-Jan-15,18,Jan-15,2015,
04-Jan-15,18,Jan-15,2015,
05-Jan-15,19,Jan-15,2015,
06-Jan-15,19,Jan-15,2015,
07-Jan-15,19,Jan-15,2015,
08-Jan-15,19,Jan-15,2015,
09-Jan-15,19,Jan-15,2015,
10-Jan-15,19,Jan-15,2015,
11-Jan-15,19,Jan-15,2015,
12-Jan-15,20,Jan-15,2015,
13-Jan-15,20,Jan-15,2015,
14-Jan-15,20,Jan-15,2015,
15-Jan-15,20,Jan-15,2015,
16-Jan-15,20,Jan-15,2015,
17-Jan-15,20,Jan-15,2015,
18-Jan-15,20,Jan-15,2015,
19-Jan-15,21,Jan-15,2015,
20-Jan-15,21,Jan-15,2015,
21-Jan-15,21,Jan-15,2015,
22-Jan-15,21,Jan-15,2015,
23-Jan-15,21,Jan-15,2015,
24-Jan-15,21,Jan-15,2015,
25-Jan-15,21,Jan-15,2015,
26-Jan-15,22,Feb-15,2015,
27-Jan-15,22,Feb-15,2015,
28-Jan-15,22,Feb-15,2015,
29-Jan-15,22,Feb-15,2015,
30-Jan-15,22,Feb-15,2015,
31-Jan-15,22,Feb-15,2015,
01-Feb-15,22,Feb-15,2015,
02-Feb-15,23,Feb-15,2015,
03-Feb-15,23,Feb-15,2015,
04-Feb-15,23,Feb-15,2015,
05-Feb-15,23,Feb-15,2015,
06-Feb-15,23,Feb-15,2015,
07-Feb-15,23,Feb-15,2015,
08-Feb-15,23,Feb-15,2015,
09-Feb-15,24,Feb-15,2015,
10-Feb-15,24,Feb-15,2015,
11-Feb-15,24,Feb-15,2015,
12-Feb-15,24,Feb-15,2015,
13-Feb-15,24,Feb-15,2015,
14-Feb-15,24,Feb-15,2015,
15-Feb-15,24,Feb-15,2015,
16-Feb-15,25,Feb-15,2015,
17-Feb-15,25,Feb-15,2015,
18-Feb-15,25,Feb-15,2015,
19-Feb-15,25,Feb-15,2015,
20-Feb-15,25,Feb-15,2015,
21-Feb-15,25,Feb-15,2015,
22-Feb-15,25,Feb-15,2015,
23-Feb-15,26,Feb-15,2015,
24-Feb-15,26,Feb-15,2015,
25-Feb-15,26,Feb-15,2015,
26-Feb-15,26,Feb-15,2015,
27-Feb-15,26,Feb-15,2015,
28-Feb-15,26,Feb-15,2015,
01-Mar-15,26,Mar-15,2015,
02-Mar-15,27,Mar-15,2015,
03-Mar-15,27,Mar-15,2015,
04-Mar-15,27,Mar-15,2015,
05-Mar-15,27,Mar-15,2015,
06-Mar-15,27,Mar-15,2015,
07-Mar-15,27,Mar-15,2015,
08-Mar-15,27,Mar-15,2015,
09-Mar-15,28,Mar-15,2015,
10-Mar-15,28,Mar-15,2015,
11-Mar-15,28,Mar-15,2015,
12-Mar-15,28,Mar-15,2015,
13-Mar-15,28,Mar-15,2015,
14-Mar-15,28,Mar-15,2015,
15-Mar-15,28,Mar-15,2015,
16-Mar-15,29,Mar-15,2015,
17-Mar-15,29,Mar-15,2015,
18-Mar-15,29,Mar-15,2015,
19-Mar-15,29,Mar-15,2015,
20-Mar-15,29,Mar-15,2015,
21-Mar-15,29,Mar-15,2015,
22-Mar-15,29,Mar-15,2015,
23-Mar-15,30,Mar-15,2015,
24-Mar-15,30,Mar-15,2015,
25-Mar-15,30,Mar-15,2015,
26-Mar-15,30,Mar-15,2015,
27-Mar-15,30,Mar-15,2015,
28-Mar-15,30,Mar-15,2015,
29-Mar-15,30,Mar-15,2015,
30-Mar-15,31,Apr-15,2015,
31-Mar-15,31,Apr-15,2015,
01-Apr-15,31,Apr-15,2015,
02-Apr-15,31,Apr-15,2015,
03-Apr-15,31,Apr-15,2015,
04-Apr-15,31,Apr-15,2015,
05-Apr-15,31,Apr-15,2015,
06-Apr-15,32,Apr-15,2015,
07-Apr-15,32,Apr-15,2015,
08-Apr-15,32,Apr-15,2015,
09-Apr-15,32,Apr-15,2015,
10-Apr-15,32,Apr-15,2015,
11-Apr-15,32,Apr-15,2015,
12-Apr-15,32,Apr-15,2015,
13-Apr-15,33,Apr-15,2015,
14-Apr-15,33,Apr-15,2015,
15-Apr-15,33,Apr-15,2015,
16-Apr-15,33,Apr-15,2015,
17-Apr-15,33,Apr-15,2015,
18-Apr-15,33,Apr-15,2015,
19-Apr-15,33,Apr-15,2015,
20-Apr-15,34,Apr-15,2015,
21-Apr-15,34,Apr-15,2015,
22-Apr-15,34,Apr-15,2015,
23-Apr-15,34,Apr-15,2015,
24-Apr-15,34,Apr-15,2015,
25-Apr-15,34,Apr-15,2015,
26-Apr-15,34,Apr-15,2015,
27-Apr-15,35,May-15,2015,
28-Apr-15,35,May-15,2015,
29-Apr-15,35,May-15,2015,
30-Apr-15,35,May-15,2015,
01-May-15,35,May-15,2015,
02-May-15,35,May-15,2015,
03-May-15,35,May-15,2015,
04-May-15,36,May-15,2015,
05-May-15,36,May-15,2015,
06-May-15,36,May-15,2015,
07-May-15,36,May-15,2015,
08-May-15,36,May-15,2015,
09-May-15,36,May-15,2015,
10-May-15,36,May-15,2015,
11-May-15,37,May-15,2015,
12-May-15,37,May-15,2015,
13-May-15,37,May-15,2015,
14-May-15,37,May-15,2015,
15-May-15,37,May-15,2015,
16-May-15,37,May-15,2015,
17-May-15,37,May-15,2015,
18-May-15,38,May-15,2015,
19-May-15,38,May-15,2015,
20-May-15,38,May-15,2015,
21-May-15,38,May-15,2015,
22-May-15,38,May-15,2015,
23-May-15,38,May-15,2015,
24-May-15,38,May-15,2015,
25-May-15,39,May-15,2015,
26-May-15,39,May-15,2015,
27-May-15,39,May-15,2015,
28-May-15,39,May-15,2015,
29-May-15,39,May-15,2015,
30-May-15,39,May-15,2015,
31-May-15,39,May-15,2015,
01-Jun-15,40,Jun-15,2015,
02-Jun-15,40,Jun-15,2015,
03-Jun-15,40,Jun-15,2015,
04-Jun-15,40,Jun-15,2015,
05-Jun-15,40,Jun-15,2015,
06-Jun-15,40,Jun-15,2015,
07-Jun-15,40,Jun-15,2015,
08-Jun-15,41,Jun-15,2015,
09-Jun-15,41,Jun-15,2015,
10-Jun-15,41,Jun-15,2015,
11-Jun-15,41,Jun-15,2015,
12-Jun-15,41,Jun-15,2015,
13-Jun-15,41,Jun-15,2015,
14-Jun-15,41,Jun-15,2015,
15-Jun-15,42,Jun-15,2015,
16-Jun-15,42,Jun-15,2015,
17-Jun-15,42,Jun-15,2015,
18-Jun-15,42,Jun-15,2015,
19-Jun-15,42,Jun-15,2015,
20-Jun-15,42,Jun-15,2015,
21-Jun-15,42,Jun-15,2015,
22-Jun-15,43,Jun-15,2015,
23-Jun-15,43,Jun-15,2015,
24-Jun-15,43,Jun-15,2015,
25-Jun-15,43,Jun-15,2015,
26-Jun-15,43,Jun-15,2015,
27-Jun-15,43,Jun-15,2015,
28-Jun-15,43,Jun-15,2015,
29-Jun-15,44,Jul-15,2015,
30-Jun-15,44,Jul-15,2015,
01-Jul-15,44,Jul-15,2015,
02-Jul-15,44,Jul-15,2015,
03-Jul-15,44,Jul-15,2015,
04-Jul-15,44,Jul-15,2015,
05-Jul-15,44,Jul-15,2015,
06-Jul-15,45,Jul-15,2015,
07-Jul-15,45,Jul-15,2015,
08-Jul-15,45,Jul-15,2015,
09-Jul-15,45,Jul-15,2015,
10-Jul-15,45,Jul-15,2015,
11-Jul-15,45,Jul-15,2015,
12-Jul-15,45,Jul-15,2015,
13-Jul-15,46,Jul-15,2015,
14-Jul-15,46,Jul-15,2015,
15-Jul-15,46,Jul-15,2015,
16-Jul-15,46,Jul-15,2015,
17-Jul-15,46,Jul-15,2015,
18-Jul-15,46,Jul-15,2015,
19-Jul-15,46,Jul-15,2015,
20-Jul-15,47,Jul-15,2015,
21-Jul-15,47,Jul-15,2015,
22-Jul-15,47,Jul-15,2015,
23-Jul-15,47,Jul-15,2015,
24-Jul-15,47,Jul-15,2015,
25-Jul-15,47,Jul-15,2015,
26-Jul-15,47,Jul-15,2015,
27-Jul-15,48,Jul-15,2015,
28-Jul-15,48,Jul-15,2015,
29-Jul-15,48,Jul-15,2015,
30-Jul-15,48,Jul-15,2015,
31-Jul-15,48,Jul-15,2015,
01-Aug-15,48,Jul-15,2015,
02-Aug-15,48,Jul-15,2015,
03-Aug-15,49,Aug-15,2015,
04-Aug-15,49,Aug-15,2015,
05-Aug-15,49,Aug-15,2015,
06-Aug-15,49,Aug-15,2015,
07-Aug-15,49,Aug-15,2015,
08-Aug-15,49,Aug-15,2015,
09-Aug-15,49,Aug-15,2015,
10-Aug-15,50,Aug-15,2015,
11-Aug-15,50,Aug-15,2015,
12-Aug-15,50,Aug-15,2015,
13-Aug-15,50,Aug-15,2015,
14-Aug-15,50,Aug-15,2015,
15-Aug-15,50,Aug-15,2015,
16-Aug-15,50,Aug-15,2015,
17-Aug-15,51,Aug-15,2015,
18-Aug-15,51,Aug-15,2015,
19-Aug-15,51,Aug-15,2015,
20-Aug-15,51,Aug-15,2015,
21-Aug-15,51,Aug-15,2015,
22-Aug-15,51,Aug-15,2015,
23-Aug-15,51,Aug-15,2015,
24-Aug-15,52,Aug-15,2015,
25-Aug-15,52,Aug-15,2015,
26-Aug-15,52,Aug-15,2015,
27-Aug-15,52,Aug-15,2015,
28-Aug-15,52,Aug-15,2015,
29-Aug-15,52,Aug-15,2015,
30-Aug-15,52,Aug-15,2015,
31-Aug-15,1,Sep-15,2015,
01-Sep-15,1,Sep-15,2015,
02-Sep-15,1,Sep-15,2015,
03-Sep-15,1,Sep-15,2015,
04-Sep-15,1,Sep-15,2015,
05-Sep-15,1,Sep-15,2015,
06-Sep-15,1,Sep-15,2015,
07-Sep-15,2,Sep-15,2015,
08-Sep-15,2,Sep-15,2015,
09-Sep-15,2,Sep-15,2015,
10-Sep-15,2,Sep-15,2015,
11-Sep-15,2,Sep-15,2015,
12-Sep-15,2,Sep-15,2015,
13-Sep-15,2,Sep-15,2015,
14-Sep-15,3,Sep-15,2015,
15-Sep-15,3,Sep-15,2015,
16-Sep-15,3,Sep-15,2015,
17-Sep-15,3,Sep-15,2015,
18-Sep-15,3,Sep-15,2015,
19-Sep-15,3,Sep-15,2015,
20-Sep-15,3,Sep-15,2015,
21-Sep-15,4,Sep-15,2015,
22-Sep-15,4,Sep-15,2015,
23-Sep-15,4,Sep-15,2015,
24-Sep-15,4,Sep-15,2015,
25-Sep-15,4,Sep-15,2015,
26-Sep-15,4,Sep-15,2015,
27-Sep-15,4,Sep-15,2015,
28-Sep-15,5,Oct-15,2015,
29-Sep-15,5,Oct-15,2015,
30-Sep-15,5,Oct-15,2015,
01-Oct-15,5,Oct-15,2015,
02-Oct-15,5,Oct-15,2015,
03-Oct-15,5,Oct-15,2015,
04-Oct-15,5,Oct-15,2015,
05-Oct-15,6,Oct-15,2015,
06-Oct-15,6,Oct-15,2015,
07-Oct-15,6,Oct-15,2015,
08-Oct-15,6,Oct-15,2015,
09-Oct-15,6,Oct-15,2015,
10-Oct-15,6,Oct-15,2015,
11-Oct-15,6,Oct-15,2015,
12-Oct-15,7,Oct-15,2015,
13-Oct-15,7,Oct-15,2015,
14-Oct-15,7,Oct-15,2015,
15-Oct-15,7,Oct-15,2015,
16-Oct-15,7,Oct-15,2015,
17-Oct-15,7,Oct-15,2015,
18-Oct-15,7,Oct-15,2015,
19-Oct-15,8,Oct-15,2015,
20-Oct-15,8,Oct-15,2015,
21-Oct-15,8,Oct-15,2015,
22-Oct-15,8,Oct-15,2015,
23-Oct-15,8,Oct-15,2015,
24-Oct-15,8,Oct-15,2015,
25-Oct-15,8,Oct-15,2015,
26-Oct-15,9,Oct-15,2015,
27-Oct-15,9,Oct-15,2015,
28-Oct-15,9,Oct-15,2015,
29-Oct-15,9,Oct-15,2015,
30-Oct-15,9,Oct-15,2015,
31-Oct-15,9,Oct-15,2015,
01-Nov-15,9,Oct-15,2015,
02-Nov-15,10,Nov-15,2015,
03-Nov-15,10,Nov-15,2015,
04-Nov-15,10,Nov-15,2015,
05-Nov-15,10,Nov-15,2015,
06-Nov-15,10,Nov-15,2015,
07-Nov-15,10,Nov-15,2015,
08-Nov-15,10,Nov-15,2015,
09-Nov-15,11,Nov-15,2015,
10-Nov-15,11,Nov-15,2015,
11-Nov-15,11,Nov-15,2015,
12-Nov-15,11,Nov-15,2015,
13-Nov-15,11,Nov-15,2015,
14-Nov-15,11,Nov-15,2015,
15-Nov-15,11,Nov-15,2015,
16-Nov-15,12,Nov-15,2015,
17-Nov-15,12,Nov-15,2015,
18-Nov-15,12,Nov-15,2015,
19-Nov-15,12,Nov-15,2015,
20-Nov-15,12,Nov-15,2015,
21-Nov-15,12,Nov-15,2015,
22-Nov-15,12,Nov-15,2015,
23-Nov-15,13,Nov-15,2015,
24-Nov-15,13,Nov-15,2015,
25-Nov-15,13,Nov-15,2015,
26-Nov-15,13,Nov-15,2015,
27-Nov-15,13,Nov-15,2015,
28-Nov-15,13,Nov-15,2015,
29-Nov-15,13,Nov-15,2015,
30-Nov-15,14,Dec-15,2015,
01-Dec-15,14,Dec-15,2015,
02-Dec-15,14,Dec-15,2015,
03-Dec-15,14,Dec-15,2015,
04-Dec-15,14,Dec-15,2015,
05-Dec-15,14,Dec-15,2015,
06-Dec-15,14,Dec-15,2015,
07-Dec-15,15,Dec-15,2015,
08-Dec-15,15,Dec-15,2015,
09-Dec-15,15,Dec-15,2015,
10-Dec-15,15,Dec-15,2015,
11-Dec-15,15,Dec-15,2015,
12-Dec-15,15,Dec-15,2015,
13-Dec-15,15,Dec-15,2015,
14-Dec-15,16,Dec-15,2015,
15-Dec-15,16,Dec-15,2015,
16-Dec-15,16,Dec-15,2015,
17-Dec-15,16,Dec-15,2015,
18-Dec-15,16,Dec-15,2015,
19-Dec-15,16,Dec-15,2015,
20-Dec-15,16,Dec-15,2015,
21-Dec-15,17,Dec-15,2015,
22-Dec-15,17,Dec-15,2015,
23-Dec-15,17,Dec-15,2015,
24-Dec-15,17,Dec-15,2015,
25-Dec-15,17,Dec-15,2015,
26-Dec-15,17,Dec-15,2015,
27-Dec-15,17,Dec-15,2015,
28-Dec-15,18,Jan-16,2015,
29-Dec-15,18,Jan-16,2015,
30-Dec-15,18,Jan-16,2015,
31-Dec-15,18,Jan-16,2015,
01-Jan-16,18,Jan-16,2016,
02-Jan-16,18,Jan-16,2016,
03-Jan-16,18,Jan-16,2016,
04-Jan-16,19,Jan-16,2016,
05-Jan-16,19,Jan-16,2016,
06-Jan-16,19,Jan-16,2016,
07-Jan-16,19,Jan-16,2016,
08-Jan-16,19,Jan-16,2016,
09-Jan-16,19,Jan-16,2016,
10-Jan-16,19,Jan-16,2016,
11-Jan-16,20,Jan-16,2016,
12-Jan-16,20,Jan-16,2016,
13-Jan-16,20,Jan-16,2016,
14-Jan-16,20,Jan-16,2016,
15-Jan-16,20,Jan-16,2016,
16-Jan-16,20,Jan-16,2016,
17-Jan-16,20,Jan-16,2016,
18-Jan-16,21,Jan-16,2016,
19-Jan-16,21,Jan-16,2016,
20-Jan-16,21,Jan-16,2016,
21-Jan-16,21,Jan-16,2016,
22-Jan-16,21,Jan-16,2016,
23-Jan-16,21,Jan-16,2016,
24-Jan-16,21,Jan-16,2016,
25-Jan-16,22,Jan-16,2016,
26-Jan-16,22,Jan-16,2016,
27-Jan-16,22,Jan-16,2016,
28-Jan-16,22,Jan-16,2016,
29-Jan-16,22,Jan-16,2016,
30-Jan-16,22,Jan-16,2016,
31-Jan-16,22,Jan-16,2016,
01-Feb-16,23,Feb-16,2016,
02-Feb-16,23,Feb-16,2016,
03-Feb-16,23,Feb-16,2016,
04-Feb-16,23,Feb-16,2016,
05-Feb-16,23,Feb-16,2016,
06-Feb-16,23,Feb-16,2016,
07-Feb-16,23,Feb-16,2016,
08-Feb-16,24,Feb-16,2016,
09-Feb-16,24,Feb-16,2016,
10-Feb-16,24,Feb-16,2016,
11-Feb-16,24,Feb-16,2016,
12-Feb-16,24,Feb-16,2016,
13-Feb-16,24,Feb-16,2016,
14-Feb-16,24,Feb-16,2016,
15-Feb-16,25,Feb-16,2016,
16-Feb-16,25,Feb-16,2016,
17-Feb-16,25,Feb-16,2016,
18-Feb-16,25,Feb-16,2016,
19-Feb-16,25,Feb-16,2016,
20-Feb-16,25,Feb-16,2016,
21-Feb-16,25,Feb-16,2016,
22-Feb-16,26,Feb-16,2016,
23-Feb-16,26,Feb-16,2016,
24-Feb-16,26,Feb-16,2016,
25-Feb-16,26,Feb-16,2016,
26-Feb-16,26,Feb-16,2016,
27-Feb-16,26,Feb-16,2016,
28-Feb-16,26,Feb-16,2016,
29-Feb-16,27,Mar-16,2016,
01-Mar-16,27,Mar-16,2016,
02-Mar-16,27,Mar-16,2016,
03-Mar-16,27,Mar-16,2016,
04-Mar-16,27,Mar-16,2016,
05-Mar-16,27,Mar-16,2016,
06-Mar-16,27,Mar-16,2016,
07-Mar-16,28,Mar-16,2016,
08-Mar-16,28,Mar-16,2016,
09-Mar-16,28,Mar-16,2016,
10-Mar-16,28,Mar-16,2016,
11-Mar-16,28,Mar-16,2016,
12-Mar-16,28,Mar-16,2016,
13-Mar-16,28,Mar-16,2016,
14-Mar-16,29,Mar-16,2016,
15-Mar-16,29,Mar-16,2016,
16-Mar-16,29,Mar-16,2016,
17-Mar-16,29,Mar-16,2016,
18-Mar-16,29,Mar-16,2016,
19-Mar-16,29,Mar-16,2016,
20-Mar-16,29,Mar-16,2016,
21-Mar-16,30,Mar-16,2016,
22-Mar-16,30,Mar-16,2016,
23-Mar-16,30,Mar-16,2016,
24-Mar-16,30,Mar-16,2016,
25-Mar-16,30,Mar-16,2016,
26-Mar-16,30,Mar-16,2016,
27-Mar-16,30,Mar-16,2016,
28-Mar-16,31,Apr-16,2016,
29-Mar-16,31,Apr-16,2016,
30-Mar-16,31,Apr-16,2016,
31-Mar-16,31,Apr-16,2016,
01-Apr-16,31,Apr-16,2016,
02-Apr-16,31,Apr-16,2016,
03-Apr-16,31,Apr-16,2016,
04-Apr-16,32,Apr-16,2016,
05-Apr-16,32,Apr-16,2016,
06-Apr-16,32,Apr-16,2016,
07-Apr-16,32,Apr-16,2016,
08-Apr-16,32,Apr-16,2016,
09-Apr-16,32,Apr-16,2016,
10-Apr-16,32,Apr-16,2016,
11-Apr-16,33,Apr-16,2016,
12-Apr-16,33,Apr-16,2016,
13-Apr-16,33,Apr-16,2016,
14-Apr-16,33,Apr-16,2016,
15-Apr-16,33,Apr-16,2016,
16-Apr-16,33,Apr-16,2016,
17-Apr-16,33,Apr-16,2016,
18-Apr-16,34,Apr-16,2016,
19-Apr-16,34,Apr-16,2016,
20-Apr-16,34,Apr-16,2016,
21-Apr-16,34,Apr-16,2016,
22-Apr-16,34,Apr-16,2016,
23-Apr-16,34,Apr-16,2016,
24-Apr-16,34,Apr-16,2016,
25-Apr-16,35,Apr-16,2016,
26-Apr-16,35,Apr-16,2016,
27-Apr-16,35,Apr-16,2016,
28-Apr-16,35,Apr-16,2016,
29-Apr-16,35,Apr-16,2016,
30-Apr-16,35,Apr-16,2016,
01-May-16,35,Apr-16,2016,
02-May-16,36,May-16,2016,
03-May-16,36,May-16,2016,
04-May-16,36,May-16,2016,
05-May-16,36,May-16,2016,
06-May-16,36,May-16,2016,
07-May-16,36,May-16,2016,
08-May-16,36,May-16,2016,
09-May-16,37,May-16,2016,
10-May-16,37,May-16,2016,
11-May-16,37,May-16,2016,
12-May-16,37,May-16,2016,
13-May-16,37,May-16,2016,
14-May-16,37,May-16,2016,
15-May-16,37,May-16,2016,
16-May-16,38,May-16,2016,
17-May-16,38,May-16,2016,
18-May-16,38,May-16,2016,
19-May-16,38,May-16,2016,
20-May-16,38,May-16,2016,
21-May-16,38,May-16,2016,
22-May-16,38,May-16,2016,
23-May-16,39,May-16,2016,
24-May-16,39,May-16,2016,
25-May-16,39,May-16,2016,
26-May-16,39,May-16,2016,
27-May-16,39,May-16,2016,
28-May-16,39,May-16,2016,
29-May-16,39,May-16,2016,
30-May-16,40,Jun-16,2016,
31-May-16,40,Jun-16,2016,
01-Jun-16,40,Jun-16,2016,
02-Jun-16,40,Jun-16,2016,
03-Jun-16,40,Jun-16,2016,
04-Jun-16,40,Jun-16,2016,
05-Jun-16,40,Jun-16,2016,
06-Jun-16,41,Jun-16,2016,
07-Jun-16,41,Jun-16,2016,
08-Jun-16,41,Jun-16,2016,
09-Jun-16,41,Jun-16,2016,
10-Jun-16,41,Jun-16,2016,
11-Jun-16,41,Jun-16,2016,
12-Jun-16,41,Jun-16,2016,
13-Jun-16,42,Jun-16,2016,
14-Jun-16,42,Jun-16,2016,
15-Jun-16,42,Jun-16,2016,
16-Jun-16,42,Jun-16,2016,
17-Jun-16,42,Jun-16,2016,
18-Jun-16,42,Jun-16,2016,
19-Jun-16,42,Jun-16,2016,
20-Jun-16,43,Jun-16,2016,
21-Jun-16,43,Jun-16,2016,
22-Jun-16,43,Jun-16,2016,
23-Jun-16,43,Jun-16,2016,
24-Jun-16,43,Jun-16,2016,
25-Jun-16,43,Jun-16,2016,
26-Jun-16,43,Jun-16,2016,
27-Jun-16,44,Jul-16,2016,
28-Jun-16,44,Jul-16,2016,
29-Jun-16,44,Jul-16,2016,
30-Jun-16,44,Jul-16,2016,
01-Jul-16,44,Jul-16,2016,
02-Jul-16,44,Jul-16,2016,
03-Jul-16,44,Jul-16,2016,
04-Jul-16,45,Jul-16,2016,
05-Jul-16,45,Jul-16,2016,
06-Jul-16,45,Jul-16,2016,
07-Jul-16,45,Jul-16,2016,
08-Jul-16,45,Jul-16,2016,
09-Jul-16,45,Jul-16,2016,
10-Jul-16,45,Jul-16,2016,
11-Jul-16,46,Jul-16,2016,
12-Jul-16,46,Jul-16,2016,
13-Jul-16,46,Jul-16,2016,
14-Jul-16,46,Jul-16,2016,
15-Jul-16,46,Jul-16,2016,
16-Jul-16,46,Jul-16,2016,
17-Jul-16,46,Jul-16,2016,
18-Jul-16,47,Jul-16,2016,
19-Jul-16,47,Jul-16,2016,
20-Jul-16,47,Jul-16,2016,
21-Jul-16,47,Jul-16,2016,
22-Jul-16,47,Jul-16,2016,
23-Jul-16,47,Jul-16,2016,
24-Jul-16,47,Jul-16,2016,
